Date,Open,High,Low,Close,Adj Close,Volume
2013-04-10,64.888901,65.655602,64.066704,64.988899,28.514160,2642913
2013-04-11,65.166702,65.733299,64.455597,64.666702,28.372787,1243791
2013-04-12,64.888901,66.477798,64.666702,66.066704,28.987049,2740298
2013-04-15,66.666702,70.333298,66.666702,69.333298,30.420282,9045896
2013-04-16,69.577797,70.833298,69.277802,70.033302,30.727409,4696110
2013-04-17,70.222198,70.222198,67.977798,68.400002,30.010790,3535578
2013-04-18,69.144402,70.511101,69.099998,70.111099,30.761541,4372412
2013-04-22,70.111099,71.577797,69.244400,70.522202,30.941919,3196966
2013-04-23,70.222198,70.344398,68.477798,69.644402,30.556780,1472409
2013-04-25,69.644402,69.933296,68.244400,68.877800,30.220425,4559301
2013-04-26,68.877800,70.222198,68.366699,68.644402,30.118027,1883412
2013-04-29,68.666702,69.988899,68.577797,69.666702,30.566566,1009652
2013-04-30,69.555603,69.644402,66.322197,68.222198,29.932779,3874406
2013-05-02,68.222198,70.744400,68.222198,69.388901,30.444672,4389232
2013-05-03,69.388901,69.400002,67.355598,67.677803,29.693926,2144272
2013-05-06,67.333298,67.522202,66.888901,67.322197,29.537901,1763456
2013-05-07,67.555603,67.888901,67.111099,67.633301,29.674404,1709194
2013-05-08,67.555603,68.444397,67.444397,67.733299,29.718275,2537226
2013-05-09,67.555603,68.666702,67.166702,68.244400,29.942522,3545523
2013-05-10,68.222198,69.888901,68.133301,69.555603,30.517820,3918582
2013-05-13,70.533302,70.555603,67.555603,68.155602,29.903559,2430446
2013-05-14,68.555603,69.611099,67.777802,68.133301,29.893780,2253604
2013-05-15,68.444397,69.699997,68.144402,69.144402,30.337404,2377134
2013-05-16,69.322197,72.222198,69.011101,70.455597,30.912695,3632468
2013-05-17,70.422203,70.766701,68.777802,69.288902,30.400806,2458490
2013-05-20,69.122200,69.244400,67.233299,67.644402,29.679270,2745994
2013-05-21,67.555603,68.400002,67.500000,67.955597,29.815809,3619156
2013-05-22,68.222198,68.222198,63.555599,64.655602,28.367922,9378346
2013-05-23,64.644402,65.311096,62.933300,63.288898,27.768272,3596558
2013-05-24,63.511101,64.888901,63.222198,64.088898,28.119278,1820668
2013-05-27,64.222198,64.888901,62.888901,63.477798,27.851154,2093170
2013-05-28,64.222198,64.777802,63.555599,64.199997,28.168024,5111428
2013-05-29,64.444397,65.066704,63.222198,63.411098,27.821892,4203940
2013-05-30,63.666698,64.166702,63.033298,63.511101,27.865768,3872844
2013-05-31,63.988899,64.055603,62.400002,62.599998,27.466017,2693038
2013-06-03,63.111099,63.511101,62.388901,63.011101,27.646385,3633494
2013-06-04,63.222198,63.644402,62.955601,63.155602,27.709793,1189390
2013-06-05,63.333302,63.433300,62.688900,63.011101,27.646385,1281838
2013-06-06,63.099998,63.122200,62.222198,62.333302,27.349003,1556784
2013-06-07,62.444401,62.988899,62.000000,62.222198,27.300259,1487925
2013-06-10,62.666698,62.688900,60.000000,60.599998,26.588512,3980704
2013-06-11,60.033298,60.688900,56.788898,57.733299,25.330732,9728982
2013-06-12,58.000000,59.188900,57.177799,58.111099,25.496492,3459825
2013-06-13,57.777802,58.311100,56.455601,56.866699,24.950508,1678450
2013-06-14,57.133301,58.866699,57.133301,58.211102,25.540371,1822100
2013-06-17,58.888901,58.955601,57.188900,57.700001,25.316126,2002558
2013-06-18,57.688900,57.833302,57.188900,57.422199,25.194237,1656144
2013-06-19,57.133301,57.511101,56.555599,57.288898,25.135748,2174404
2013-06-20,56.688900,56.911098,55.599998,56.022202,24.579983,1981791
2013-06-21,56.222198,56.655602,55.122200,55.288898,24.258242,1271912
2013-06-24,55.111099,55.433300,53.555599,53.688900,23.556234,1441494
2013-06-25,53.333302,54.966702,53.311100,53.966702,23.678123,2377714
2013-06-26,54.444401,54.655602,53.722198,53.944401,23.668341,2247993
2013-06-27,54.333302,54.833302,53.822201,54.233299,23.795094,3422835
2013-06-28,54.555599,57.444401,54.555599,56.244400,24.677469,5471690
2013-07-01,56.666698,57.488899,56.088902,57.333302,25.155233,1406786
2013-07-02,57.666698,58.177799,56.533298,56.700001,24.877367,2066908
2013-07-03,56.111099,56.111099,54.333302,54.522202,23.921854,2521850
2013-07-04,54.888901,55.777802,53.700001,55.477798,24.341124,1792629
2013-07-05,56.144402,56.144402,54.666698,55.099998,24.175364,942516
2013-07-08,54.833302,54.833302,52.077801,52.966702,23.239368,6490012
2013-07-09,53.333302,53.733299,52.444401,52.644402,23.097960,3516291
2013-07-10,52.944401,52.977798,50.666698,50.799999,22.288717,6890152
2013-07-11,51.777802,51.866699,50.799999,51.244400,22.483700,2613339
2013-07-12,51.777802,51.900002,50.933300,51.566700,22.625111,1273923
2013-07-15,51.777802,52.200001,51.355598,51.777802,22.717731,2097234
2013-07-16,51.444401,52.877800,51.333302,52.311100,22.951721,2112372
2013-07-17,52.355598,52.799999,50.011101,50.444401,22.132696,3818452
2013-07-18,50.444401,51.166698,50.077801,50.722198,22.254581,1545057
2013-07-19,50.777802,51.422199,49.922199,50.333302,22.083952,1361002
2013-07-22,50.188900,51.088902,50.088902,50.488899,22.152224,2769008
2013-07-23,50.477798,51.777802,50.444401,51.266701,22.493484,4307877
2013-07-24,51.555599,51.755600,49.799999,50.299999,22.069342,5262952
2013-07-25,50.666698,52.599998,49.400002,51.200001,22.464216,19630413
2013-07-26,51.555599,52.599998,51.122200,51.744400,22.703081,3404074
2013-07-29,51.588902,51.655602,49.466702,49.777802,21.840223,1828494
2013-07-30,49.333302,49.777802,43.355598,44.277802,19.427074,12663850
2013-07-31,44.333302,47.344398,42.366699,47.033298,20.636063,10358636
2013-08-01,47.755600,47.777802,43.855598,44.522202,19.534306,7075112
2013-08-02,43.777802,44.444401,41.877800,42.744400,18.754286,4797310
2013-08-05,42.888901,43.322201,41.555599,42.233299,18.530039,2665206
2013-08-06,42.055599,42.811100,39.111099,39.655602,17.399065,5491580
2013-08-07,39.544399,41.755600,39.111099,41.055599,18.013323,3458812
2013-08-08,40.944401,42.133301,40.000000,41.700001,18.296055,2435000
2013-08-12,41.700001,42.666698,41.333302,42.233299,18.530039,4051948
2013-08-13,41.900002,42.666698,41.144402,42.200001,18.515432,5233455
2013-08-14,40.666698,42.755600,40.666698,42.511101,23.356422,11375716
2013-08-16,42.511101,42.511101,40.222198,40.344398,22.165995,3569499
2013-08-19,40.377800,40.744400,38.511101,39.466702,21.683769,2896038
2013-08-20,38.888901,40.711102,38.444401,40.344398,22.165995,3109414
2013-08-21,40.877800,41.655602,38.677799,39.266701,21.573883,5460210
2013-08-22,39.111099,40.900002,38.444401,40.577801,22.294228,4058870
2013-08-23,41.111099,41.466702,39.799999,41.211102,22.642176,4205012
2013-08-26,41.244400,42.200001,40.444401,41.288898,22.684916,6113308
2013-08-27,41.133301,41.355598,39.366699,39.577801,21.744806,2504498
2013-08-28,38.055599,38.455601,35.111099,36.411098,20.004961,8362476
2013-08-29,37.111099,37.633301,36.011101,36.244400,19.913374,17627652
2013-08-30,37.333302,37.611099,36.444401,37.277802,20.481144,7800062
2013-09-02,38.144402,38.222198,37.233299,37.744400,20.737503,10053324
2013-09-03,38.155602,38.444401,35.888901,36.744400,20.188084,8181698
2013-09-04,36.566700,38.200001,36.233299,37.733299,20.731403,10505632
2013-09-05,38.222198,39.166698,38.088902,38.666698,21.244232,8269488
2013-09-06,39.133301,41.500000,38.344398,40.977798,22.513992,12312900
2013-09-10,40.977798,41.933300,40.299999,40.666698,22.343071,6867333
2013-09-11,40.777802,43.033298,40.711102,42.322201,23.252636,6914241
2013-09-12,42.233299,43.333302,40.444401,40.722198,22.373562,13134510
2013-09-13,40.888901,41.777802,40.222198,41.533298,22.819193,5564570
2013-09-16,42.611099,43.911098,41.922199,43.400002,23.844801,11768418
2013-09-17,43.544399,43.777802,42.722198,43.411098,23.850899,7192876
2013-09-18,43.411098,44.411098,43.166698,44.144402,24.253788,6859516
2013-09-19,44.733299,46.200001,44.122200,45.722198,25.120657,7866747
2013-09-20,46.177799,46.788898,44.011101,46.255600,25.413719,8529291
2013-09-23,45.700001,46.188900,43.144402,43.644402,23.979078,6662920
2013-09-24,43.122200,44.277802,42.777802,43.011101,23.631130,4195431
2013-09-25,41.577801,42.444401,41.366699,41.644402,22.880241,7679457
2013-09-26,41.777802,42.377800,41.344398,41.477798,22.788702,5674370
2013-09-27,41.666698,43.777802,41.666698,42.266701,23.222141,11775272
2013-09-30,42.422199,43.000000,42.088902,42.700001,23.460203,9104944
2013-10-01,42.444401,42.722198,41.677799,42.388901,23.289280,3194906
2013-10-03,42.388901,43.066700,41.966702,42.344398,23.264832,5785780
2013-10-04,42.044399,43.511101,42.044399,42.677799,23.448008,6844914
2013-10-07,42.555599,43.155602,42.333302,42.922199,23.582287,5832950
2013-10-08,43.222198,43.599998,42.133301,42.377800,23.283182,3727454
2013-10-09,42.222198,42.855598,42.033298,42.500000,23.350321,3606642
2013-10-10,42.500000,42.988899,42.111099,42.355598,23.270985,2457680
2013-10-11,42.544399,42.677799,41.866699,42.200001,23.185495,1825155
2013-10-14,42.222198,42.799999,42.033298,42.155602,23.161104,2287206
2013-10-15,42.333302,42.500000,40.788898,41.011101,22.532293,5524722
2013-10-17,41.011101,41.700001,40.977798,41.277802,22.678820,2621254
2013-10-18,41.555599,42.666698,41.555599,42.411098,23.301479,6016550
2013-10-21,42.733299,43.044399,42.066700,42.422199,23.307573,3432722
2013-10-22,42.444401,44.366699,42.366699,44.066700,24.211098,7501140
2013-10-23,44.500000,44.977798,43.477798,44.311100,24.345375,6134954
2013-10-24,44.655602,44.766701,43.644402,43.811100,24.070665,4414370
2013-10-25,43.566700,43.911098,42.333302,42.533298,23.368614,4011620
2013-10-28,42.666698,43.222198,42.333302,42.455601,23.325924,2800066
2013-10-29,42.755600,44.244400,42.633301,43.911098,24.125605,6684682
2013-10-30,43.988899,45.111099,43.533298,44.599998,24.504101,5115465
2013-10-31,44.988899,45.088902,44.333302,44.744400,24.583439,5530059
2013-11-01,44.744400,45.977798,44.533298,45.777802,25.151207,6898617
2013-11-05,45.777802,49.944401,45.777802,49.577801,27.239002,9472293
2013-11-06,49.988899,51.333302,49.466702,50.677799,27.843365,12650836
2013-11-07,50.611099,50.888901,47.555599,47.933300,26.335478,6010394
2013-11-08,47.666698,49.511101,47.555599,48.644402,26.726175,3689721
2013-11-11,48.022202,48.177799,46.666698,46.844398,25.737219,2146226
2013-11-12,46.666698,48.599998,46.377800,46.933300,25.786062,8394273
2013-11-13,46.233299,47.177799,45.955601,46.844398,25.737219,4076500
2013-11-14,47.333302,47.955601,46.488899,46.655602,25.633492,6240496
2013-11-18,46.655602,47.744400,46.222198,47.011101,25.828806,5469080
2013-11-19,47.200001,48.422199,46.811100,47.677799,26.195105,4405946
2013-11-20,47.766701,48.688900,46.666698,47.033298,25.841000,6428160
2013-11-21,47.311100,47.411098,44.633301,44.900002,24.668926,4184757
2013-11-22,44.677799,45.744400,44.133301,44.977798,24.711670,5720445
2013-11-25,46.244400,48.177799,46.244400,47.544399,26.121811,8953965
2013-11-26,47.544399,47.566700,45.066700,45.333302,24.906990,6055268
2013-11-27,45.333302,46.000000,45.144402,45.544399,25.022970,3283209
2013-11-28,45.766701,46.422199,45.566700,46.133301,25.346527,3649396
2013-11-29,46.077801,48.144402,46.077801,47.766701,26.243950,6529918
2013-12-02,48.099998,48.444401,47.822201,48.255600,26.512558,4291929
2013-12-03,48.022202,48.422199,47.299999,47.599998,26.152359,2773728
2013-12-04,47.555599,47.644402,46.355598,46.877800,25.755566,2904228
2013-12-05,47.555599,49.955601,47.555599,49.644402,27.275595,10168582
2013-12-06,49.700001,50.122200,48.622200,49.633301,27.269491,3579840
2013-12-09,50.822201,52.400002,50.111099,52.111099,28.630846,9188919
2013-12-10,52.299999,52.500000,50.455601,51.166698,28.111971,2656818
2013-12-11,50.666698,50.988899,49.777802,50.344398,27.660181,1592307
2013-12-12,49.833302,50.666698,49.400002,49.633301,27.269491,1893308
2013-12-13,49.666698,49.666698,48.333302,48.511101,26.652937,3239487
2013-12-16,48.444401,48.888901,47.166698,47.477798,26.085224,2113250
2013-12-17,47.122200,48.177799,47.033298,47.177799,25.920393,1711440
2013-12-18,47.344398,49.955601,47.222198,49.444401,27.165707,4469954
2013-12-19,50.000000,50.133301,47.877800,48.922199,26.878803,4007529
2013-12-20,48.888901,51.555599,48.477798,51.166698,28.111971,4516083
2013-12-23,51.166698,52.333302,50.711102,51.355598,28.215759,3925188
2013-12-24,51.333302,53.011101,51.322201,52.722198,28.966595,4835025
2013-12-26,52.722198,54.488899,52.388901,52.655602,28.930008,7984512
2013-12-27,52.766701,54.000000,52.766701,53.311100,29.290148,5747954
2013-12-30,53.355598,53.433300,52.311100,52.477798,28.832317,4408060
2013-12-31,52.655602,53.444401,52.255600,52.733299,28.972694,4591098
2014-01-01,52.877800,53.922199,52.555599,53.233299,29.247406,2909592
2014-01-02,53.933300,53.977798,51.422199,51.644402,28.374434,5962972
2014-01-03,51.422199,52.000000,50.111099,50.455601,27.721281,3571124
2014-01-06,51.266701,51.655602,49.855598,50.122200,27.538101,4759160
2014-01-07,49.855598,50.377800,48.944401,49.255600,27.061979,4885034
2014-01-08,49.000000,49.700001,48.000000,48.255600,26.512558,3313364
2014-01-09,48.044399,49.422199,47.666698,48.944401,26.891001,5005998
2014-01-10,49.099998,49.844398,48.488899,49.044399,26.945942,2876972
2014-01-13,49.144402,49.655602,48.377800,48.988899,26.915445,2935620
2014-01-14,48.799999,49.500000,48.444401,48.566700,26.683485,1256589
2014-01-15,48.444401,49.755600,48.444401,49.366699,27.123020,2926814
2014-01-16,49.422199,50.599998,49.111099,50.233299,27.599146,2941610
2014-01-17,50.444401,52.877800,50.444401,52.622200,28.911655,7501594
2014-01-20,52.333302,52.411098,51.166698,51.933300,28.533154,3105580
2014-01-21,52.000000,52.400002,50.500000,51.933300,28.533154,4317507
2014-01-22,51.888901,53.177799,51.333302,52.855598,29.039885,2146617
2014-01-23,52.788898,53.055599,52.000000,52.333302,28.752926,3217014
2014-01-24,52.011101,53.177799,51.344398,51.611099,28.356133,2993904
2014-01-27,51.122200,51.322201,50.277802,50.677799,27.843365,2290023
2014-01-28,50.566700,51.488899,50.133301,50.444401,27.715130,3620439
2014-01-29,50.666698,54.588902,50.322201,53.411098,29.345095,9863194
2014-01-30,53.111099,53.311100,51.488899,51.744400,28.429375,5619609
2014-01-31,51.877800,54.577801,51.777802,54.277802,29.821268,5724446
2014-02-03,54.277802,54.555599,52.622200,54.311100,29.839565,5846558
2014-02-04,53.566700,54.033298,52.944401,53.366699,29.320700,3794854
2014-02-05,53.544399,53.755600,52.466702,53.322201,29.296246,4295156
2014-02-06,53.333302,54.422199,53.111099,53.933300,29.631998,3744882
2014-02-07,54.244400,54.433300,53.377800,53.622200,29.461075,1992622
2014-02-10,53.766701,54.155602,53.233299,53.844398,29.583153,1331379
2014-02-11,54.044399,55.822201,53.433300,55.488899,30.486673,4770446
2014-02-12,55.488899,55.488899,53.633301,54.622200,30.010496,4155813
2014-02-13,54.688900,54.755600,52.011101,52.200001,28.679689,2567790
2014-02-14,52.433300,52.833302,51.599998,52.522202,28.856712,1857334
2014-02-17,52.766701,53.433300,51.555599,52.922199,29.076475,1293552
2014-02-18,52.844398,53.611099,52.677799,53.355598,29.314596,2583392
2014-02-19,53.299999,53.522202,52.400002,53.288898,29.277948,1607301
2014-02-20,53.011101,54.099998,52.511101,53.822201,29.570951,2408481
2014-02-21,53.822201,56.555599,53.311100,56.322201,30.944504,5662562
2014-02-24,56.444401,57.299999,55.488899,56.066700,30.804127,3876615
2014-02-25,56.222198,57.544399,56.033298,56.933300,31.280256,3689460
2014-02-26,56.000000,58.977798,56.000000,58.377800,32.073895,7916702
2014-02-28,58.377800,59.088902,57.344398,58.833302,32.324150,5659938
2014-03-03,58.722198,60.255600,57.911098,60.011101,32.971249,7847806
2014-03-04,59.755600,60.888901,58.933300,60.344398,33.154381,3655260
2014-03-05,60.666698,61.655602,59.922199,61.077801,33.557320,4668012
2014-03-06,61.444401,63.522202,61.111099,62.988899,34.607319,6736640
2014-03-07,63.488899,64.888901,63.155602,64.544403,35.461941,6557008
2014-03-10,64.000000,64.788902,63.000000,64.199997,35.272717,10666530
2014-03-11,63.788898,65.088898,62.788898,63.722198,35.010208,8540280
2014-03-12,63.355598,63.433300,61.855598,62.422199,34.295963,5227317
2014-03-13,62.222198,69.088898,61.988899,64.622200,35.504688,24786176
2014-03-14,64.422203,65.722198,62.288898,63.366699,34.814892,10849522
2014-03-18,63.366699,66.444397,63.366699,65.599998,36.041908,10963323
2014-03-19,66.222198,66.366699,64.544403,64.866699,35.639015,9087610
2014-03-20,63.566700,64.544403,62.588902,63.777802,35.040760,10986224
2014-03-21,63.977798,64.844398,61.444401,61.799999,33.954113,9204318
2014-03-22,null,null,null,null,null,null
2014-03-24,61.777802,63.599998,61.355598,62.944401,34.582870,7305358
2014-03-25,63.111099,65.322197,62.433300,64.488899,35.431450,9850406
2014-03-26,64.888901,66.255600,64.599998,64.988899,35.706158,6988185
2014-03-27,65.333298,68.533302,65.011101,65.988899,36.255577,14051534
2014-03-28,66.000000,68.888901,65.911102,68.166702,37.452103,6665760
2014-03-31,68.177803,70.166702,67.777802,68.844398,37.824444,5105444
2014-04-01,67.777802,69.044403,66.844398,67.444397,37.055252,8197232
2014-04-02,67.888901,68.977798,67.611099,68.344398,37.549736,4949613
2014-04-03,68.355598,68.677803,66.233299,66.788902,36.695114,7542648
2014-04-04,65.922203,72.199997,65.388901,69.855598,38.380020,11557444
2014-04-07,69.888901,71.111099,68.011101,68.300003,37.525345,5030226
2014-04-09,68.300003,70.055603,68.300003,69.733299,38.312824,4216018
2014-04-10,69.800003,71.111099,68.277802,70.777802,38.886692,9607464
2014-04-11,70.444397,72.077797,68.822197,69.066704,37.946575,6397150
2014-04-15,69.066704,70.555603,68.111099,69.822197,38.361664,5584306
2014-04-16,69.488899,69.488899,66.733299,67.300003,36.975925,4964612
2014-04-17,67.555603,69.977798,66.288902,69.322197,38.086956,6889572
2014-04-21,69.322197,71.400002,68.588898,70.866699,38.935535,5899248
2014-04-22,71.111099,74.022202,70.500000,72.833298,40.016026,9920241
2014-04-23,73.133301,74.444397,72.033302,72.555603,39.863449,9049482
2014-04-24,72.555603,72.555603,72.555603,72.555603,39.863449,0
2014-04-25,72.466698,72.833298,69.733299,70.022202,38.471546,8925844
2014-04-28,69.711098,71.377800,68.955597,70.699997,38.843945,4707410
2014-04-29,70.133301,71.400002,70.122200,70.766701,38.880592,4134492
2014-04-30,71.333298,72.666702,69.355598,71.522202,39.295677,9078538
2014-05-02,71.522202,73.555603,71.522202,73.211098,40.223595,3860748
2014-05-05,73.777802,75.444397,73.222198,74.455597,40.907341,4661438
2014-05-06,74.666702,76.655602,74.666702,75.888901,41.694828,5980671
2014-05-07,76.322197,78.277802,75.455597,77.266701,42.451820,7237809
2014-05-08,77.711098,78.022202,76.022202,77.611099,42.641037,4258480
2014-05-09,77.611099,81.088898,76.388901,80.644402,44.307590,6587366
2014-05-12,80.666702,85.111099,80.666702,83.655602,45.962006,11865704
2014-05-13,85.400002,86.666702,83.022202,84.022202,46.163422,13608328
2014-05-14,84.022202,84.855598,82.222198,83.655602,45.962006,5909238
2014-05-15,83.199997,84.666702,82.277802,83.444397,45.845966,4676072
2014-05-16,87.111099,91.544403,85.677803,89.900002,49.392792,13958024
2014-05-19,91.088898,97.733299,90.900002,96.511101,53.025059,16097301
2014-05-20,97.333298,99.555603,94.488899,95.877800,52.677113,10448721
2014-05-21,96.666702,96.666702,92.811096,94.322197,51.822433,8006468
2014-05-22,94.888901,96.988899,94.888901,95.922203,52.701515,2806502
2014-05-23,97.333298,99.222198,95.500000,96.599998,53.073914,5331672
2014-05-26,97.777802,101.911003,94.311096,96.988899,53.287579,6190659
2014-05-27,98.322197,98.322197,92.755600,94.511101,51.926224,5076770
2014-05-28,93.844398,94.211098,89.955597,90.733299,49.850620,6720354
2014-05-29,94.355598,94.433296,90.800003,91.355598,50.192535,9982786
2014-05-30,92.377800,92.888901,88.533302,89.033302,48.916618,7030062
2014-06-02,90.000000,94.822197,89.633301,94.099998,51.700356,9260649
2014-06-03,94.133301,96.255600,93.288902,94.255600,51.785851,7868547
2014-06-04,94.888901,95.633301,92.922203,94.266701,51.791950,5297404
2014-06-05,95.111099,100.444000,94.388901,99.233299,54.520695,17911346
2014-06-06,100.199997,102.866997,98.755600,101.289001,55.650135,15013472
2014-06-09,102.222000,102.667000,97.933296,98.644402,54.197144,9410976
2014-06-10,98.644402,99.099998,94.611099,95.688904,52.573326,11250639
2014-06-11,95.988899,99.133301,94.577797,95.077797,52.237579,9288472
2014-06-12,95.111099,97.155602,94.466698,95.222198,52.316917,4343080
2014-06-13,94.000000,94.400002,86.022202,87.388901,48.013149,13776080
2014-06-16,86.444397,91.088898,84.666702,90.611099,49.783485,10613984
2014-06-17,90.466698,94.666702,89.000000,94.033302,51.663712,7780298
2014-06-18,93.555603,95.977798,88.511101,89.366699,49.099785,12021264
2014-06-19,89.444397,91.000000,85.411102,86.488899,47.518673,10308447
2014-06-20,85.577797,88.333298,85.344398,86.222198,47.372139,6306872
2014-06-23,86.266701,87.944397,83.911102,86.900002,47.744545,7922084
2014-06-24,88.199997,94.133301,87.777802,93.177803,51.193687,12257910
2014-06-25,94.199997,94.199997,90.688904,92.511101,50.827389,7113735
2014-06-26,88.688904,90.333298,87.455597,88.522202,48.635803,17394584
2014-06-27,89.088898,90.422203,87.888901,88.266701,48.495430,5806300
2014-06-30,88.711098,93.111099,88.711098,92.488899,50.815193,6822590
2014-07-01,94.444397,94.555603,91.111099,91.811096,50.442802,10241010
2014-07-02,92.977798,93.311096,91.355598,92.711098,50.937271,9473472
2014-07-03,93.711098,94.222198,91.777802,92.088898,50.595417,4778716
2014-07-04,92.255600,94.444397,91.344398,93.655602,51.456196,7628166
2014-07-07,93.288902,93.288902,90.455597,90.755600,49.862881,5386766
2014-07-08,91.544403,92.155602,85.088898,85.900002,47.195122,7559510
2014-07-09,87.333298,90.233299,85.888901,88.577797,48.666351,9311926
2014-07-10,88.844398,91.333298,84.777802,88.022202,48.361092,12519986
2014-07-11,88.111099,88.444397,82.800003,83.755600,46.016949,10115338
2014-07-14,85.533302,87.466698,84.488899,85.977798,47.237862,9024322
2014-07-15,86.888901,89.500000,86.133301,89.111099,48.959362,6477435
2014-07-16,89.555603,90.977798,89.233299,90.233299,49.575912,5376042
2014-07-17,89.900002,91.411102,88.788902,90.722198,49.844528,2796962
2014-07-18,88.922203,89.844398,87.466698,87.877800,48.281761,6116769
2014-07-21,88.333298,88.844398,86.244400,86.577797,47.567513,3629812
2014-07-22,87.533302,87.888901,85.599998,85.966698,47.231766,4544104
2014-07-23,86.455597,88.977798,86.077797,87.811096,48.245113,6854193
2014-07-24,88.444397,88.866699,86.722198,87.400002,48.019253,3735432
2014-07-25,86.666702,88.133301,84.888901,85.433296,46.938702,4484043
2014-07-28,85.433296,86.488899,84.222198,85.177803,46.798325,4735287
2014-07-30,85.177803,87.277802,84.666702,86.511101,47.530869,5730250
2014-07-31,87.333298,90.111099,87.155602,88.733299,48.751785,23123578
2014-08-01,89.066704,91.111099,88.422203,89.466698,49.154732,9648261
2014-08-04,90.044403,94.888901,90.044403,94.044403,51.669811,13277196
2014-08-05,94.888901,94.977798,91.755600,92.433296,50.784641,14101875
2014-08-06,92.677803,93.766701,89.555603,89.811096,49.343952,9551434
2014-08-07,90.444397,93.888901,90.333298,92.900002,51.041058,10001547
2014-08-08,90.944397,91.111099,87.333298,88.566704,48.660255,9344858
2014-08-11,90.011101,91.111099,89.822197,90.911102,49.948315,3936411
2014-08-12,88.111099,90.222198,86.477798,89.988899,59.603878,8217140
2014-08-13,90.533302,93.111099,90.400002,92.255600,61.105217,16468371
2014-08-14,92.222198,92.566704,91.011101,92.066704,60.980106,4736934
2014-08-18,92.066704,98.888901,92.066704,97.911102,64.851128,12753891
2014-08-19,99.866699,102.444000,99.177803,100.356003,66.470505,16587616
2014-08-20,101.444000,103.333000,99.122200,99.533302,65.925591,13515160
2014-08-21,99.577797,104.755997,99.455597,103.877998,68.803276,12437127
2014-08-22,105.043999,105.300003,101.578003,101.856003,67.464020,14597950
2014-08-25,102.755997,103.556000,100.667000,101.056000,66.934135,7359660
2014-08-26,101.122002,102.088997,97.044403,99.366699,65.815239,10582767
2014-08-27,100.310997,101.889000,99.588898,100.800003,66.764587,6763738
2014-08-28,101.810997,103.310997,101.011002,101.778000,67.412346,12968824
2014-09-01,101.778000,104.056000,101.043999,103.667000,68.663528,9283496
2014-09-02,103.556000,105.199997,102.244003,104.710999,69.355011,9155781
2014-09-03,107.789001,108.244003,105.556000,106.022003,70.223358,14917671
2014-09-04,105.122002,105.321999,103.488998,104.133003,68.972183,5148198
2014-09-05,104.988998,107.778000,104.667000,105.500000,69.877609,8742780
2014-09-08,107.667000,111.467003,106.000000,110.210999,72.997917,14074726
2014-09-09,111.310997,111.889000,108.889000,109.856003,72.762787,13060976
2014-09-10,109.333000,110.556000,107.210999,107.821999,71.415565,7025373
2014-09-11,108.889000,111.667000,108.067001,110.900002,73.454285,10728252
2014-09-12,110.511002,112.400002,109.344002,109.667000,72.637604,7422255
2014-09-15,110.000000,111.556000,109.321999,110.766998,73.366188,6214113
2014-09-16,111.266998,111.266998,103.921997,104.244003,69.045708,9625311
2014-09-17,105.532997,106.556000,102.421997,105.133003,69.634521,8383756
2014-09-18,104.755997,108.889000,104.011002,108.244003,71.695091,7062525
2014-09-19,109.310997,109.310997,105.789001,106.099998,70.275017,5056762
